n_processo;id_cliente;favor_contribuinte;ementa
2014/0341322-9;4;0;"PROCESSUAL CIVIL E TRIBUTÁRIO. AGRAVO REGIMENTAL NO RECURSO ESPECIAL. SUSPENSÃO DO REGISTRO NO CADIN. REQUISITOS. LEI N. 10.552/2002, ART. 7º. ART. 151 DO CTN. AUSÊNCIA DE CAUSA SUSPENSIVA. REEXAME. SÚMULA 7/STJ. 1. A Primeira Seção deste Tribunal Superior, ao apreciar o REsp 1.137.497/CE, sob o regime do art. 543-C, do CPC, Rel. Ministro Luiz Fux, DJe de 27/04/2010, sedimentou que ""a mera existência de demanda judicial não autoriza, por si só, a suspensão do registro do devedor no CADIN, haja vista a exigência do art. 7º da Lei n. 10.522/02, que condiciona essa eficácia suspensiva a dois requisitos comprováveis pelo devedor, a saber: I - tenha ajuizado ação, com o objetivo de discutir a natureza da obrigação ou o seu valor, com o oferecimento de garantia idônea e suficiente ao Juízo, na forma da lei; II - esteja suspensa a exigibilidade do crédito objeto do registro, nos termos da lei"". 2. Na hipótese dos autos, o Tribunal de origem entendeu, com base no conjunto fático e probatório juntado aos autos, pela ausência dos requisitos do art. 7º da Lei n. 10.522/2002 para a exclusão do registro do contribuinte no CADIN. Nesse contexto, infirmar as conclusões a que chegou o acórdão recorrido demandaria a incursão na seara fático-probatória dos autos, tarefa essa soberana às instâncias ordinárias, o que impede o reexame na via especial, ante o óbice da Súmula 7 deste Tribunal. 3. Agravo regimental a que se nega provimento."
2019/0080407-4;2;2;"AGRAVO INTERNO NO RECURSO ESPECIAL. TRIBUTÁRIO. INCLUSÃO DO CRÉDITO PRESUMIDO DE ICMS NA BASE DE CÁLCULO DO IRPJ E DA CSLL.
IMPOSSIBILIDADE. POSICIONAMENTO FIRMADO NO ERESP N. 1.517.492/PR.
IRRELEVÂNCIA DA SUPERVENIÊNCIA DA LEI COMPLEMENTAR N. 160/2017.
INAPLICABILIDADE DO ERESP N. 1.210.941/RS.
I - Na origem, o contribuinte impetrou mandado de segurança objetivando a declaração de ilegalidade da inclusão do crédito presumido de ICMS na base de cálculo do IRPJ e da CSLL.
II - O Superior Tribunal de Justiça solidificou o posicionamento de que tanto a entrada em vigor da Lei Complementar n. 160/2017, quanto o julgamento dos embargos de divergência n. 1.210.941/RS, não possuem o condão de alterar o entendimento de que é indevida a inclusão do crédito presumido de ICMS na base de cálculo do IRPJ e da CSLL, seja pela impossibilidade de invocação de legislação superveniente no âmbito do recurso especial, seja pelo próprio fato de que a superveniência da mencionada lei, que determina a qualificação do incentivo fiscal estadual como subvenção de investimentos, não tem aptidão para modificar a conclusão de que a tributação federal do crédito presumido de ICMS representa violação ao princípio federativo. Precedentes: REsp n. 1.605.245/RS, Rel.
Ministro Mauro Campbell Marques, Segunda Turma, julgado em 25/6/2019, DJe 28/6/2019; AgInt nos EREsp n. 1.571.249/RS, Rel.
Ministro Benedito Gonçalves, Primeira Seção, julgado em 18/6/2019, DJe 21/6/2019 e AgInt nos EAREsp n. 623.967/PR, Rel. Ministra Assusete Magalhães, Primeira Seção, julgado em 12/6/2019, DJe 19/6/2019.
III - Agravo interno improvido.
(AgInt no REsp 1804981/RS, Rel. Ministro FRANCISCO FALCÃO, SEGUNDA TURMA, julgado em 15/10/2019, DJe 18/10/2019)"
2017/0103119-3;3;2;"PROCESSUAL CIVIL. AGRAVO INTERNO NO RECURSO ESPECIAL. SUBMISSÃO À REGRA PREVISTA NO ENUNCIADO ADMINISTRATIVO 3/STJ. SUPOSTA OFENSA AO ART. 489 DO CPC/2015. ACÓRDÃO RECORRIDO QUE NÃO PADECE DE FALTA DE MOTIVAÇÃO. EXECUÇÃO FISCAL. CRÉDITO NÃO-TRIBUTÁRIO. PRESCRIÇÃO.
EXTINÇÃO DO FEITO. SENTENÇA FUNDADA EM SÚMULA DESTA CORTE SUPERIOR.
NÃO SUJEIÇÃO AO DUPLO GRAU DE JURISDIÇÃO. APLICAÇÃO DO ART. 475, § 3º, DO CPC/1973.
1. Não se pode confundir falta de motivação com fundamentação contrária aos interesses da parte, motivo pelo qual não resta caracterizada ofensa ao art. 489 do CPC/2015. 2. O Tribunal de origem, ao confirmar a sentença quanto à ocorrência da prescrição do crédito não-tributário, que implicou a extinção da execução fiscal, o fez, inclusive, com fundamento na Súmula 467/STJ.
Assim, correta a conclusão no sentido de que o aludido decisum, a teor do disposto no art. 475, § 3º, do CPC/1973, não está sujeito ao reexame necessário. Precedentes.
3. Agravo interno não provido.
(AgInt no REsp 1670074/RO, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, julgado em 10/10/2017, DJe 17/10/2017)"
2016/0315498-1;3;0;"PROCESSUAL CIVIL. TRIBUTÁRIO. AGRAVO INTERNO NOS EMBARGOS DE DECLARAÇÃO NO RECURSO ESPECIAL. CÓDIGO DE PROCESSO CIVIL DE 2015.
APLICABILIDADE. REPETIÇÃO DE INDÉBITO. CRÉDITO TRIBUTÁRIO.
PRESCRIÇÃO. INTERRUPÇÃO. AÇÃO AJUIZADA DEPOIS DA VIGÊNCIA DA LEI COMPLEMENTAR N. 118/05. PRESCRIÇÃO QUINQUENAL. ART. 543-B, §3º, DO CPC. ARGUMENTOS INSUFICIENTES PARA DESCONSTITUIR A DECISÃO ATACADA.
AGRAVO INTERNO CONTRA DECISÃO FUNDAMENTADA NAS SÚMULAS 83 E 568/STJ (PRECEDENTE JULGADO SOB O REGIME DA REPERCUSSÃO GERAL, SOB O RITO DOS RECURSOS REPETITIVOS OU QUANDO HÁ JURISPRUDÊNCIA PACÍFICA SOBRE O TEMA). MANIFESTA IMPROCEDÊNCIA. APLICAÇÃO DE MULTA. ART. 1.021, § 4º, DO CÓDIGO DE PROCESSO CIVIL DE 2015. CABIMENTO.
I - Consoante o decidido pelo Plenário desta Corte na sessão realizada em 09.03.2016, o regime recursal será determinado pela data da publicação do provimento jurisdicional impugnado. In casu, aplica-se o Código de Processo Civil de 2015.
II - O entendimento fixado pelo Colendo Supremo Tribunal Federal, no julgamento do RE n. 566.621/RS, sob o regime da repercussão geral, nos termos do art. 543-B, do Código de Processo Civil, aplica-se às ações ajuizadas depois da entrada em vigor da Lei Complementa n.
118/2005.
III - Já o prazo prescricional das ações de compensação/repetição de indébito dos tributos sujeitos ao lançamento por homologação ou autolançamento, ajuizadas antes da entrada em vigor da aludida norma, obedece ao regime previsto no sistema anterior - tese dos ""cinco mais cinco"".
IV - Considerando-se a propositura desta ação depois da vigência da Lei Complementar n. 118/05, em 09/06/05 (sistemática quinquenal), deve ser mantido a sentença, que aplicou o prazo prescricional quinquenal. V - Não apresentação de argumentos suficientes para desconstituir a decisão recorrida.
VI - Em regra, descabe a imposição da multa, prevista no art. 1.021, § 4º, do Código de Processo Civil de 2015, em razão do mero improvimento do Agravo Interno em votação unânime, sendo necessária a configuração da manifesta inadmissibilidade ou improcedência do recurso a autorizar sua aplicação.
VII - Considera-se manifestamente improcedente e enseja a aplicação da multa prevista no art. 1.021, § 4º, do Código de Processo Civil de 2015 nos casos em que o Agravo Interno foi interposto contra decisão fundamentada em precedente julgado sob o regime da Repercussão Geral, sob o rito dos Recursos Repetitivos ou quando há jurisprudência pacífica da 1ª Seção (Súmulas ns. 83 e 568/STJ).
VII - Agravo Interno improvido, com aplicação de multa de 1% (um por cento) sobre o valor atualizado da causa.
(AgInt nos EDcl no REsp 1641977/RS, Rel. Ministra REGINA HELENA COSTA, PRIMEIRA TURMA, julgado em 10/10/2017, DJe 26/10/2017)"
2014/0342934-0;2;0;"PROCESSUAL CIVIL. AGRAVO REGIMENTAL NO RECURSO ESPECIAL. EMBARGOS À EXECUÇÃO FISCAL. BEM DE FAMÍLIA. AUSÊNCIA DE IMPUGNAÇÃO A TODOS OS FUNDAMENTOS DO ACÓRDÃO. NECESSIDADE DE REEXAME DA PROVA.
1. A falta de combate a fundamento específico do acórdão impugnado justifica a impossibilidade de análise do recurso especial ante o óbice da Súmula 283/STF.
2. Não é possível rever conclusão do Tribunal de origem, que assentou não ostentar o imóvel as características que a lei atribui ao bem de família. Inteligência da Súmula 7 desta Corte.
3. Agravo regimental a que se nega provimento.
(AgRg no REsp 1506952/RS, Rel. Ministra DIVA MALERBI (DESEMBARGADORA CONVOCADA TRF 3ª REGIÃO), SEGUNDA TURMA, julgado em 15/03/2016, DJe 28/03/2016)"
2018/0219828-9;5;0;"PROCESSUAL CIVIL E TRIBUTÁRIO. EMBARGOS À EXECUÇÃO FISCAL. ALEGADA VIOLAÇÃO AO ART. 5º, LIV, DA CF/88. INVIABILIDADE DE ANÁLISE EM RECURSO ESPECIAL. COMPETÊNCIA DO STF. FALTA DE PREQUESTIONAMENTO.
AUSÊNCIA DE INDICAÇÃO DE VIOLAÇÃO AO ART. 1.022 DO CPC/2015. SÚMULA 211/STJ. PREQUESTIONAMENTO FICTO. QUESTÃO DE FATO. NÃO APLICAÇÃO DO ART. 1.025 DO CPC/2015. REQUISITOS DA CDA. NECESSIDADE DE REVISÃO DO CONTEXTO FÁTICO-PROBATÓRIO. IMPOSSIBILIDADE. SÚMULA 7/STJ. DISSÍDIO JURISPRUDENCIAL NÃO DEMONSTRADO.
1. É inviável a discussão em Recurso Especial acerca de suposta ofensa a dispositivo constitucional, porquanto seu exame é de competência exclusiva do Supremo Tribunal Federal, conforme dispõe o art. 102, III, do permissivo constitucional. Precedentes do STJ.
2. O Tribunal a quo não emitiu juízo de valor sobre os dispositivos legais supostamente ofendidos (373, 385 a 388, 389 a 395, 405 a 437, 442 a 462, 464 a 480, 481 a 484 do CPC/2015).
3. É assente no STJ que não se conhece do Recurso Especial quando os artigos tidos por violados não foram apreciados pela Corte de origem, a despeito da oposição de Embargos de Declaração, e a parte recorrente deixa de indicar violação do art. 1.022 do CPC/2015, haja vista a ausência do requisito do prequestionamento. Incide, na espécie, a Súmula 211/STJ: ""Inadmissível recurso especial quanto à questão que, a despeito da oposição de embargos declaratórios, não foi apreciada pelo Tribunal a quo"". 4. Os Aclaratórios opostos na origem versam sobre discussão manifestamente fática, qual seja, o suposto direito à produção exauriente de provas.
5. Nada obstante a previsão do art. 1.025 do CPC/2015 de que ""consideram-se incluídos no acórdão os elementos que o embargante suscitou"", tal dispositivo legal merece interpretação conforme a Constituição Federal (art. 105, III) para que o chamado prequestionamento ficto se limite às questões de direito, e não às questões de fato.
6. Não há como presumir, com base no art. 1.025, do CPC/2015, os fatos trazidos em Embargos de Declaração como ocorridos, sob pena de extrapolação da competência constitucional do STJ de intérprete da legislação federal infraconstitucional, fundamento esse que dá suporte ao previsto na Súmula 7/STJ (""a pretensão de simples reexame de prova não enseja Recurso Especial"") e afasta a possibilidade de o STJ infirmar as premissas fáticas estabelecidas na origem.
7. Quando o exame da validade da CDA não demandar interpretação de lei federal, mas revolvimento do seu próprio conteúdo, é inviável Recurso Especial, também em razão da incidência do enunciado da Súmula 7/STJ.
8. É pacífica a orientação do STJ no sentido de que a revisão do entendimento das instâncias de origem, quanto ao preenchimento dos requisitos da CDA, demanda incursão no acervo fático e probatório dos autos: AgInt no AREsp 302.564/RJ, Rel. Min. Gurgel de Faria, Primeira Turma, DJe 7.5.2018; AgInt no AREsp 1.177.449/SP, Rel. Min.
Mauro Campbell Marques, Segunda Turma, DJe 11.4.2018; AgInt no REsp 1.686.098/SP, Rel. Min. Regina Helena Costa, Primeira Turma, DJe 20.11.2017.
9. A divergência jurisprudencial deve ser comprovada, cabendo a quem recorre demonstrar as circunstâncias que identificam ou assemelham os casos confrontados, com indicação da similitude fático-jurídica entre eles. Indispensável a transcrição de trechos do relatório e do voto dos acórdãos recorrido e paradigma, realizando-se o cotejo analítico entre ambos, com o intuito de bem caracterizar o entendimento legal divergente. 10. O desrespeito a esses requisitos legais e regimentais (art. 541, parágrafo único, do CPC e art. 255 do RI/STJ) impede o conhecimento do Recurso Especial com base na alínea ""c"" do inciso III do art. 105 da Constituição Federal. 11. A parte recorrente não realizou o adequado cotejo entre o acórdão recorrido e as decisões que aponta como paradigmas. Limitou-se a transcrever trechos dos julgados que aponta como paradigmas, sem, contudo, esclarecer de forma detalhada quais circunstâncias identificam ou assemelham os casos confrontados, bem como as soluções jurídicas dadas em cada hipótese.
12. Recurso Especial não conhecido.
(REsp 1766829/ES, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, julgado em 13/11/2018, DJe 21/11/2018)"
2018/0260926-0;1;0;"PROCESSUAL CIVIL E TRIBUTÁRIO. EMBARGOS À EXECUÇÃO FISCAL. ICMS NA BASE DE CÁLCULO DA CONTRIBUIÇÃO AO PIS E DA COFINS. NÃO COMPROVAÇÃO. PENHORABILIDADE. NÃO CARACTERIZAÇÃO DO BEM COMO DE FAMÍLIA. ENCERRAMENTO IRREGULAR DAS ATIVIDADES. REDIRECIONAMENTO DA EXECUÇÃO FISCAL. REVISÃO DO CONTEXTO FÁTICO-PROBATÓRIO. IMPOSSIBILIDADE. SÚMULA 7/STJ. 1. O acórdão recorrido consignou: ""Como visto, a questão relativa à necessidade de o embargante comprovar, na fase de conhecimento, o valor a ser excluído da execução fiscal, já foi resolvida, estando preclusa nova discussão acerca do assunto (artigos 505 e 507 do CPC). Seguindo essa linha de raciocínio, é impertinente a alegação de que o julgamento deveria aguardar a publicação do acórdão lançado no RE 574.706, uma vez que diante da falta de comprovação do excesso, a questão de fundo, a que toca o precedente, não será analisada. Em outros termos, é indiscutível que o valor correspondente ao ICMS não pode servir de base para a incidência da contribuição ao PIS e da COFINS, cabendo ao embargante, contudo, para o acolhimento dos embargos, comprovar o excesso daí decorrente. Não o tendo feito, a solução é a improcedência da ação incidental, não em função da questão de direito, mas sim em função da questão de fato. (...) Entendo estar sobejamente comprovado nos autos que houve encerramento irregular das atividades empresariais, fenômeno que é mesmo caracterizado pela ""inatividade da empresa"" por longo período de tempo, acrescida da existência de dívidas pendentes e ausência de ativo para honrá-las. A pessoa jurídica estava em situação falimentar e deveria, portanto, ter sido adotada alguma das formas previstas em lei para a sua extinção. Não o fazendo, resta configurada a dissolução irregular que autoriza a responsabilização tributária dos seus administradores, pelas razões já declinadas no parágrafo anterior. (...) No caso dos autos, ao tempo em que realizada a penhora (e atualmente também, já que não há nada a demonstrar que a situação fática tenha se alterado), a executada não mais residia no imóvel constrito, como se vê da certidão do Oficial de Justiça acima transcrita (evento 81 da execução fiscal). Diante deste quadro, parece claro que o imóvel penhorado, malgrado seja o único a integrar o patrimônio da embargante, não lhe serve nem de residência, nem de fonte de renda para subsistência (o bem foi colocado à venda, conforme certidão do evento 81, não havendo nenhuma prova de que esteja alugado), restando afastada, assim, a hipótese de impenhorabilidade estabelecida no artigo 1° da Lei n° 8.009, de 1990, e ampliada pela Súmula n° 486 do STJ. Observo, por oportuno, que para ser impenhorável, não é necessário que exista somente um imóvel integrando o patrimônio do devedor (até mesmo porque a própria Lei n° 8.009, de 1990, em seu artigo 5°, dá a solução para os casos em que o devedor seja proprietário de mais de um imóvel), assim como não basta, para fins de incidência da proteção legal, que o devedor seja proprietário de apenas um imóvel: é necessário que resida nele (ou ao menos dele aufira renda para a sua subsistência)"" (fls. 576-579, e-STJ). 2. Rever o entendimento consignado no decisum vergastado em relação a que não foi provada a incidência do ICMS na base de cálculo da PIS/COFINS, que ficou configurada a dissolução irregular que autoriza a responsabilização tributárias dos seus administradores e a penhoralidade do bem, por não estar comprovado que o bem é de família, requer revolvimento do conjunto fático-probatório, inadmissível na via estreita do Recurso Especial, ante o óbice da Súmula 7/STJ. 3. Recurso Especial não conhecido."
2014/0062569-5;3;1;"TRIBUTÁRIO E PROCESSUAL CIVIL. AGRAVO REGIMENTAL NO AGRAVO EM RECURSO ESPECIAL. ITR. PRESCRIÇÃO. EXCEÇÃO DE PRÉ-EXECUTIVIDADE. ACOLHIMENTO PARCIAL. CABIMENTO DE HONORÁRIOS ADVOCATÍCIOS. PRECEDENTES. ART. 535 DO CPC. VIOLAÇÃO. NÃO OCORRÊNCIA. 1. Não há falar em nulidade por omissão do acórdão que decide de modo integral e com fundamentação suficiente a controvérsia colocada pelas partes. 2. Na hipótese dos autos, o Tribunal de origem, soberano na análise dos fatos e prova concernentes à causa, consignou que ""(...) o termo inicial dos tributos sujeitos a lançamento de ofício se dá a partir da data de vencimento. Sendo esta, no caso em tela, datada de 29/11/1996 e a ação tendo sido ajuizada em 21/11/2001, tem-se a não ocorrência da prescrição quinquenal"". Nesse contexto, infirmar as conclusões a que chegou o acórdão recorrido demandaria a incursão na seara fático-probatória dos autos, tarefa essa soberana às instâncias ordinárias, o que impede o reexame na via especial, ante o óbice da Súmula 7 deste Tribunal. 3. Consoante a pacífica jurisprudência desta Corte Superior, ""O acolhimento do incidente de exceção de pré-executividade, mesmo que resulte apenas na extinção parcial da execução fiscal, dá ensejo à condenação na verba honorária proporcional à parte excluída do feito executivo"" (AgRg no REsp 1.085.980/SC, Rel. Ministro Mauro Campbell Marques, Segunda Turma, DJe 6/8/2009). 4. A verificação da ocorrência de sucumbência em parte mínima ou recíproca, em sede de recurso especial, somente é possível se constatado, de plano, elementos objetivos suficiente para sua aferição, o que não se verifica na hipótese vertente, ficando a cargo das instâncias ordinárias. 5. Os autos devem retornar a Corte de origem apenas para que estipule, à luz dos elementos probatórios dos autos, o quantum devido a título de verba honorária. 6. Agravo regimental a que se dá provimento em parte."
2014/0147131-4;4;2;PROCESSUAL CIVIL E TRIBUTÁRIO. AGRAVO REGIMENTAL EM AGRAVO EM RECURSO ESPECIAL. ART. 134 DO CTB. ALIENAÇÃO DE VEÍCULO. AUSÊNCIA DE COMUNICAÇÃO AO ÓRGÃO COMPETENTE. RESPONSABILIDADE SOLIDÁRIA DO ALIENANTE APENAS À EVENTUAIS INFRAÇÕES DE TRÂNSITO. INTERPRETAÇÃO NÃO EXTENSIVA AO IPVA. JURISPRUDÊNCIA PACÍFICA DO STJ. 1. É firme a jurisprudência do Superior Tribunal de Justiça no sentido de que, nos termos do art. 134 do CTB, de que é obrigada a comunicar, a parte alienante do veículo, a transferência de propriedade ao órgão competente, sob pena de responder solidariamente em casos de eventuais infrações de trânsito. 2. Contudo, tal situação não pode ser aplicada extensivamente ao pagamento do IPVA, tendo em vista que a mencionada exação não se confunde com qualquer tipo de penalidade. Precedentes: AgRg no AREsp 296.318/SC, Rel. Ministra ELIANA CALMON, SEGUNDA TURMA, julgado em 01/10/2013, DJe 09/10/2013, REsp 1180087/MG, Rel. Ministro MAURO CAMPBELL MARQUES, SEGUNDA TURMA, julgado em 07/08/2012, DJe 14/08/2012, REsp 1116937/PR, Rel. Ministro BENEDITO GONÇALVES, PRIMEIRA TURMA, julgado em 01/10/2009, DJe 08/10/2009. 3. Agravo regimental a que se nega provimento.
2015/0085936-8;1;0;"TRIBUTÁRIO. PRETENSÃO DE EXCLUSÃO DO ICMS DA BASE DE CÁLCULO DO PIS E COFINS. CONCEITO CONSTITUCIONAL DE RECEITA E FATURAMENTO. VIA INADEQUADA. IMPOSSIBILIDADE DE APRECIAÇÃO.
1. A jurisprudência majoritária do Superior Tribunal de Justiça - a discussão referente ao conceito de faturamento e receita bruta -, notadamente no que se refere à definição da base de cálculo, implica análise de matéria constitucional, o que é vedado nesta Corte Superior, sob pena de usurpação da competência do Supremo Tribunal Federal.
2. Verifica-se, pois, que a Corte de origem analisou a matéria à luz dos art. 195, I, ""b"", e 154, I, ambos da Constituição Federal.
Agravo regimental improvido.
(AgRg no AREsp 706.163/RS, Rel. Ministro HUMBERTO MARTINS, SEGUNDA TURMA, julgado em 18/08/2015, DJe 26/08/2015)"
2013/0145978-8;4;0;"TRIBUTÁRIO. EXECUÇÃO FISCAL. NULIDADE DA CDA. REEXAME DE MATÉRIA DE FATO E DE PROVAS. SÚMULA 7/STJ. PRINCÍPIO DA LEGALIDADE TRIBUTÁRIA.
INCIDÊNCIA DE MULTA. ART. 97 DO CTN. MATÉRIA DE CUNHO CONSTITUCIONAL E LOCAL. INVIABILIDADE DE APRECIAÇÃO NESTA VIA RECURSAL.
1. A aferição dos requisitos essenciais à validade da CDA demanda reexame do conjunto fático-probatório, o que esbarra, inequivocamente, no óbice da Súmula 7/STJ: ""A pretensão de simples reexame de prova não enseja recurso especial"".
2. O Superior Tribunal de Justiça firmou o entendimento de que não cabe Recurso Especial fundado em violação a dispositivo infraconstitucional que repete preceito constitucional. No caso, o art. 97 do CTN é reprodução do princípio da legalidade, expresso no art. 150, I, da Constituição Federal.
3. Por outro lado, a análise de violação do princípio da legalidade tributária, de modo a verificar se o Decreto Municipal 27.335/1988 teria transbordado os limites legais previstos na Lei Municipal 7.513/1970, também pressupõe análise de direito local, incabível em Recurso Especial (Súmula 280/STF).
4. Agravo Regimental não provido.
(AgRg no AREsp 341.862/SP, Rel. Ministro HERMAN BENJAMIN, SEGUNDA TURMA, julgado em 05/09/2013, DJe 12/09/2013)"
2017/0035870-8;5;0;"PROCESSUAL CIVIL E TRIBUTÁRIO. EMBARGOS DE DECLARAÇÃO. ART. 1.022, PARÁGRAFO ÚNICO, I, DO CPC/2015. OMISSÃO. NÃO INCLUSÃO DO ICMS NA BASE DE CÁLCULO DA CONTRIBUIÇÃO PREVIDENCIÁRIA SUBSTITUTIVA. RE 574.706/PR. APLICAÇÃO DO ENTENDIMENTO DO STF. 1. É assente no Superior Tribunal de Justiça que a pendência do julgamento de Embargos de Declaração em acórdão proferido em repercussão geral ou recurso repetitivo não impede a imediata aplicação do julgado paradigma. 2. O Supremo Tribunal Federal, no julgamento do Recurso Extraordinário 574.706/PR, concluiu que o valor arrecadado a título de ICMS não se incorpora ao patrimônio do contribuinte e, dessa forma, não pode integrar a base de cálculo do PIS e da COFINS. 3. Nada obstante a controvérsia dos autos - se o ICMS integra a base de cálculo da contribuição previdenciária dos arts. 7º e 8º da Lei 12.456/2011 - se distinga da tratada no Tema 69 da repercussão geral, o STF e o STJ entendem ser similar o debate. Nesse sentido: RE 1.017.483/SC, Rel. Min. Edson Fachin, DJe 17.2.2017; EDcl no AgInt no REsp 1.651.857/RS, Rel. Min. Francisco Falcão, Segunda Turma, DJe 10.4.2018; REsp 1.568.493/RS, Rel. Min. Regina Helena Costa, Primeira Turma, DJe 23.3.2018. 4. Embargos de Declaração acolhidos, com efeito infringente, para negar provimento ao Recurso Especial."
2017/0225030-3;1;1;"PROCESSUAL CIVIL E TRIBUTÁRIO. EXECUÇÃO FISCAL. INCORPORAÇÃO DE EMPRESAS. COMUNICAÇÃO TEMPESTIVA AOS ÓRGÃOS CADASTRAIS COMPETENTES. VALORAÇÃO OBRIGATÓRIA NAS INSTÂNCIAS DE ORIGEM. RETIFICAÇÃO DO POLO PASSIVO. DESNECESSIDADE DE SUBSTITUIÇÃO DA CDA. HIPÓTESE QUE NÃO COMPORTA A APLICAÇÃO DA SÚMULA 392/STF. MATÉRIA UNIFORMIZADA NA SEÇÃO DE DIREITO PÚBLICO DO STJ. 1. O Tribunal a quo reformou sentença que extinguiu Execução Fiscal, por entender que, na hipótese de ajuizamento da demanda contra empresa extinta por incorporação, deve ser aplicada a regra do art. 616 do CPC/1973, que permite a emenda da inicial. 2. O recorrente sustenta a tese de que a norma acima é inaplicável ao caso concreto, uma vez que a substituição da CDA, para indicar alteração do sujeito passivo da obrigação tributária, é vedada nos termos da Súmula 392/STJ: ""A Fazenda Pública pode substituir a certidão de dívida ativa (CDA) até a prolação da sentença de embargos, quando se tratar de correção de erro material ou formal, vedada a modificação do sujeito passivo da execução"". 3. O primeiro equívoco do recorrente é que são inconfundíveis os conteúdos do art. 616 do CPC/1973 e da Súmula 392/STJ. Esta última versa sobre o art. 2º, § 8º, da Lei 6.830/1980 - isto é, sobre a emenda ou substituição do título executivo extrajudicial (certidão da dívida ativa) -, enquanto a norma do CPC diz respeito à petição inicial. 4. Como o título executivo extrajudicial é peça integrante da petição inicial, não se confundindo com ela, tem-se que o disposto na Súmula 392/STJ, quando muito, somente interferirá na possibilidade de modificação da CDA, sem interferir na regra do art. 616 do CPC/1973. 5. Ademais, por ocasião do julgamento dos EREsp 1.695.790/SP (DJe 26.3.2019), consagrou-se no STJ a orientação de que a sucessão empresarial não se equipara à hipótese de identificação errônea do sujeito passivo, pois a empresa sucessora assume todo o patrimônio da empresa sucedida, respondendo em nome próprio pela dívida desta última. Inexistindo comunicação adequada, antes do lançamento, aos órgãos cadastrais competentes (que pode ser, além do Detran, órgão da Administração Fazendária, conforme eventual disciplina da legislação tributária do ente tributante), a hipótese enseja responsabilidade tributária automática da empresa incorporadora, independentemente de qualquer outra diligência do ente público credor. 6. No caso concreto, tem-se que a simples invocação do art. 616 do CPC/1973, como ratio decidendi, não responde satisfatoriamente à questão aqui tratada. Os autos deverão retornar às instâncias de origem, para que lá seja a lide examinada conforme as premissas acima estabelecidas. Por outras palavras, deverá a Corte a quo examinar se, na Exceção de Pré-Executividade, o recorrente apresentou prova inequívoca de que a incorporação foi comunicada aos órgãos competentes (que pode ser apenas o Detran local, ou também o órgão da Fazenda Estadual, se nesse sentido houver legislação específica), bem como se tal comunicação, em tendo existido, foi informada aos órgãos públicos antes ou depois do lançamento. 7. Se inexistiu comunicação, ou tendo esta ocorrido apenas depois do lançamento, não haverá necessidade de substituição da CDA, nem da aplicação da regra do art. 321 do novo CPC, pois a Execução Fiscal terá regular prosseguimento contra a empresa incorporadora, bastando simples determinação judicial para retificação da autuação. Diferentemente, se estiver demonstrado que o Fisco foi, antes da efetivação do lançamento, regularmente comunicado da incorporação, aí sim será adequado proferir sentença extintiva do feito. 8. Recurso Especial parcialmente provido, apenas para anular o acórdão do Tribunal de origem."
2012/0245481-7;2;0;PROCESSUAL CIVIL E ADMINISTRATIVO. MANDADO DE SEGURANÇA. SERVIDOR PÚBLICO FEDERAL. FISCAL DE DERIVADOS DE PETRÓLEO, GÁS E OUTROS COMBUSTÍVEIS DA AGÊNCIA NACIONAL DE PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS - ANP. USO DE RECURSOS PÚBLICOS. ART. 117, XVI, DA LEI 8.112/1990. PENA DE DEMISSÃO. PARECERES NORMATIVOS GQ-177 E GQ-183, DA ADVOCACIA-GERAL DA UNIÃO. ILEGALIDADE. PRECEDENTES DO STJ. DESPROPORCIONALIDADE DA PENA APLICADA. ART. 128 DA LEI 8.112/1990. PRECEDENTES. SEGURANÇA CONCEDIDA. 1. Trata-se de mandado de segurança, com pedido de liminar, impetrado contra ato comissivo do Ministro de Estado de Minas e Energia, que demitiu o impetrante do cargo de Fiscal de Derivados de Petróleo, Gás e Outros Combustíveis da Agência Nacional de Petróleo, Gás Natural e Biocombustíveis - ANP, pelas infrações tipificadas nos arts. 117, XVI e 132, IV, da Lei 8.112/1990. 2. Sustenta o impetrante a afronta aos princípios da proporcionalidade, razoabilidade, da ampla defesa e do contraditório e à ilegalidade dos Pareceres Normativos da AGU, GQ-177 E GQ-183. 3. É firme o entendimento jurisprudencial no âmbito do STJ no sentido de reconhecer a ilegalidade de demissões de servidores públicos amparada nos Pareceres GQ-177 e GQ-183, da Advocacia-Geral da União, por infringir os princípios da individualização da pena, da proporcionalidade e da razoabilidade. Precedentes. 4. Há desproporcionalidade na pena de demissão aplicada, máxime quando a Comissão Processante manifestou-se pela aplicação de pena de suspensão de 15 dias, consignando os bons antecedentes do impetrante, bem como a sua boa-fé ao admitir o uso do veículo oficial para fins particulares durante o período de licença médica e a sua fragilidade em função de seu estado de saúde, à época do ocorrido, além de que tais condutas não resultaram danos em montante de mínima expressão, especialmente quando o impetrante restituiu o Erário os valores relativos às diárias de locação do veículo no período em que foi utilizado para fins particulares. 5. Segurança concedida.
